bank,review,clean_review,rating,date,source,sentiment,sentiment_score,keywords,themes
CBE,Very interesting application,Very interesting application,5,2022-02-20,Google Play,positive,0.9998199343681335,"['interesting', 'application']",['other']
CBE,At List we need to cheack our transction back to one year,At List we need to cheack our transction back to one year,5,2023-06-11,Google Play,negative,0.99915611743927,"['list', 'need', 'cheack', 'transction', 'year']",['service_features']
CBE,No working perfectly,No working perfectly,1,2021-10-11,Google Play,negative,0.9996792078018188,['working'],['other']
CBE,𝑻𝒉𝒊𝒔 𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏 𝒊𝒔 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅,𝑻𝒉𝒊𝒔 𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏 𝒊𝒔 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅,4,2024-05-07,Google Play,negative,0.8832125663757324,"['𝑻𝒉𝒊𝒔_𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏', '𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏']",['other']
CBE,"It's a wonderful application, I like it","Its a wonderful application, I like it",5,2023-04-11,Google Play,positive,0.9998841285705566,"['wonderful', 'application', 'like']",['other']
CBE,very very very useful,very very very useful,5,2019-03-17,Google Play,positive,0.99982750415802,['useful'],['other']
CBE,Good app and easy to use,Good app and easy to use,5,2024-03-15,Google Play,positive,0.9998326301574708,"['good', 'app', 'easy', 'use']","['ui_ux_design', 'service_features']"
CBE,This one of the best app for my money 😜,This one of the best app for my money,5,2022-08-05,Google Play,positive,0.9996708631515504,"['good', 'app', 'money']","['transaction_issues', 'service_features']"
CBE,Very Nice Application.,Very Nice Application.,5,2020-08-07,Google Play,positive,0.9998633861541748,"['nice', 'application']",['other']
CBE,It is very good application,It is very good application,5,2023-02-03,Google Play,positive,0.999870538711548,"['good', 'application']",['other']
CBE,"It's a great app, thank you","Its a great app, thank you",5,2023-02-21,Google Play,positive,0.9998677968978882,"['great', 'app', 'thank']",['service_features']
CBE,Thanks for this multiple purpose app,Thanks for this multiple purpose app,4,2022-02-12,Google Play,positive,0.9993498921394348,"['thank', 'multiple', 'purpose_app', 'app']",['service_features']
CBE,This is really fantastic app,This is really fantastic app,5,2020-08-24,Google Play,positive,0.9998656511306764,"['fantastic', 'app']",['service_features']
CBE,So very important app very useful.,So very important app very useful.,5,2024-08-06,Google Play,positive,0.998357355594635,"['important', 'app', 'useful']",['service_features']
CBE,It is very important apk.,It is very important apk.,5,2024-05-09,Google Play,positive,0.998975157737732,"['important', 'apk']",['other']
CBE,We need update How to updated the app,We need update How to updated the app,3,2023-03-23,Google Play,negative,0.9966392517089844,"['update', 'update', 'app']","['app_performance', 'account_management', 'service_features']"
CBE,What is the verification code ? And how to get it? why?,What is the verification code ? And how to get it? why?,4,2021-09-30,Google Play,negative,0.9994035959243774,"['verification_code', 'code']",['login_authentication']
CBE,nice application to tract the money I have on commercial bank ethiopia,nice application to tract the money I have on commercial bank ethiopia,5,2024-03-09,Google Play,positive,0.9937793612480164,"['nice', 'application', 'tract', 'money', 'commercial', 'bank_ethiopia', 'ethiopia']",['transaction_issues']
CBE,The app asks me to write verifcation number where can i get it?,The app asks me to write verifcation number where can i get it?,5,2021-01-09,Google Play,negative,0.9988151788711548,"['app', 'ask', 'write', 'verifcation_number', 'number']",['service_features']
CBE,CBE is a great way to use it.,CBE is a great way to use it.,4,2024-10-04,Google Play,positive,0.9984911680221558,"['great', 'way', 'use']",['other']
CBE,They don't deserve even half star The worst bank I ever use it.,They dont deserve even half star The worst bank I ever use it.,1,2022-01-28,Google Play,negative,0.9997084736824036,"['deserve', 'half', 'star', 'bad', 'bank', 'use']",['other']
CBE,Stop working after 2 days of installation,Stop working after 2 days of installation,2,2020-11-02,Google Play,negative,0.9996790885925292,"['stop', 'work', 'day', 'installation']",['customer_support']
CBE,Failed to use mobile banking,Failed to use mobile banking,5,2022-02-18,Google Play,negative,0.9997592568397522,"['fail', 'use', 'mobile', 'banking']",['transaction_issues']
CBE,Very nice application 👍.,Very nice application .,5,2021-02-08,Google Play,positive,0.9998633861541748,"['nice', 'application']",['other']
CBE,Not working my application 20 days olmost I'm not in ethiophia now 😢,Not working my application 20 days olmost Im not in ethiophia now,1,2024-01-06,Google Play,negative,0.9964577555656432,"['work', 'application', 'day', 'olmost']",['customer_support']
CBE,Very satisfying app,Very satisfying app,5,2022-02-16,Google Play,positive,0.9998756647109984,"['satisfying', 'app']",['service_features']
CBE,Please try to link the updated version.,Please try to link the updated version.,2,2019-03-19,Google Play,negative,0.9887638092041016,"['try', 'link', 'update', 'version']","['app_performance', 'account_management']"
CBE,Make it USSD not showing pin,Make it USSD not showing pin,5,2020-06-28,Google Play,negative,0.9985872507095336,"['show', 'pin']",['other']
CBE,Best performance was seen recently.,Best performance was seen recently.,5,2024-02-14,Google Play,positive,0.9997273087501526,"['good', 'performance', 'see']",['other']
CBE,It is best and fast,It is best and fast,5,2023-06-05,Google Play,positive,0.999861478805542,"['good', 'fast']",['other']
CBE,Not fun.....not lively Its 2022 and counting u guys suck,Not fun.....not lively Its 2022 and counting u guys suck,1,2022-04-04,Google Play,negative,0.9997674822807312,"['fun', '.....', 'lively', 'count', 'guy', 'suck']",['other']
CBE,what is the application verification key pls??,what is the application verification key pls??,4,2021-06-02,Google Play,negative,0.9991856217384338,"['application_verification', 'verification', 'key', 'pls']",['other']
CBE,Never works abroad,Never works abroad,1,2021-03-27,Google Play,negative,0.9988319277763368,['work'],['other']
CBE,Don't work properly!,Dont work properly!,1,2023-08-23,Google Play,negative,0.9997665286064148,['work'],['other']
CBE,Not always good It is helpfull,Not always good It is helpfull,5,2022-03-29,Google Play,negative,0.98907870054245,"['good', 'helpfull']",['other']
CBE,It's very nice more better from this .,Its very nice more better from this .,5,2021-09-15,Google Play,positive,0.9989880919456482,['nice'],['other']
CBE,Perfect app i love it,Perfect app i love it,5,2022-07-02,Google Play,positive,0.99988055229187,"['perfect', 'app', 'love']",['service_features']
CBE,Can't see the nearest Branch or ATM available,Cant see the nearest Branch or ATM available,3,2020-09-02,Google Play,negative,0.9383755326271056,"['near', 'branch', 'atm', 'available']",['other']
CBE,The update is awesome,The update is awesome,5,2020-08-14,Google Play,positive,0.999870777130127,"['update', 'awesome']","['app_performance', 'account_management']"
CBE,Fast and good app🙏,Fast and good app,3,2024-02-24,Google Play,positive,0.9998718500137328,"['good', 'app']",['service_features']
CBE,Am happy to use the app.,Am happy to use the app.,5,2023-01-02,Google Play,positive,0.9998196959495544,"['happy', 'use', 'app']",['service_features']
CBE,Best app It's user friendly,Best app Its user friendly,5,2021-10-16,Google Play,positive,0.9995850920677184,"['good', 'app', 'user', 'friendly']","['ui_ux_design', 'service_features']"
CBE,I like this App. Very much.,I like this App. Very much.,5,2020-09-01,Google Play,positive,0.9998384714126588,"['like', 'app']",['service_features']
CBE,worst app I didn't even see my latest statement 😒,worst app I didnt even see my latest statement,1,2023-11-14,Google Play,negative,0.9998074173927308,"['bad', 'app', 'late', 'statement']","['account_management', 'service_features']"
CBE,Very god active app i liked it,Very god active app i liked it,4,2024-02-08,Google Play,positive,0.998606503009796,"['active', 'app', 'like']",['service_features']
CBE,Why my app speed quality is low,Why my app speed quality is low,3,2024-02-18,Google Play,negative,0.9997453093528748,"['app_speed', 'speed_quality', 'quality', 'low']",['other']
CBE,Only works when it wants!,Only works when it wants!,1,2021-06-15,Google Play,negative,0.915094256401062,"['work', 'want']",['service_features']
CBE,It is very useful app I like it to use,It is very useful app I like it to use,1,2022-04-01,Google Play,positive,0.9993374943733216,"['useful', 'app', 'like', 'use']",['service_features']
CBE,it's great & useful app,its great useful app,4,2024-02-23,Google Play,positive,0.9997034668922424,"['great', 'useful', 'app']",['service_features']
CBE,Experience for free of charge payment,Experience for free of charge payment,5,2022-03-22,Google Play,positive,0.8543925285339355,"['experience', 'free', 'charge_payment', 'payment']","['transaction_issues', 'ui_ux_design']"
CBE,It's not working,Its not working,1,2021-06-05,Google Play,negative,0.9997598528862,['work'],['other']
CBE,I can't hide my balance on this app like CBE App on iphone,I cant hide my balance on this app like CBE App on iphone,5,2021-05-02,Google Play,negative,0.9956101775169371,"['hide', 'balance', 'app', 'iphone']","['transaction_issues', 'account_management', 'service_features']"
CBE,It is good App I like fast,It is good App I like fast,4,2022-02-12,Google Play,positive,0.9998598098754884,"['good', 'app', 'like']",['service_features']
CBE,My application was blocked what is the reason?!,My application was blocked what is the reason?!,5,2021-03-07,Google Play,negative,0.9996386766433716,"['application', 'block', 'reason']",['login_authentication']
CBE,wow!!! so much nice app!!!,wow!!! so much nice app!!!,5,2024-02-14,Google Play,positive,0.9998427629470824,"['nice', 'app']",['service_features']
CBE,It is good useful app thank you,It is good useful app thank you,5,2023-09-11,Google Play,positive,0.99982750415802,"['good', 'useful', 'app', 'thank']",['service_features']
CBE,good app 10 q commercial bank of ETHIOPIA,good app 10 q commercial bank of ETHIOPIA,5,2020-09-21,Google Play,positive,0.9993271827697754,"['good', 'app', 'commercial', 'bank']",['service_features']
CBE,Wow good app.....easy to use.....,Wow good app.....easy to use.....,5,2022-12-12,Google Play,positive,0.9997652173042296,"['good', 'easy', 'use']",['ui_ux_design']
CBE,the best banking app,the best banking app,5,2024-02-02,Google Play,positive,0.9998378753662108,"['good', 'banking_app', 'app']",['service_features']
CBE,The best bank app !!!,The best bank app !!!,5,2023-01-01,Google Play,positive,0.9998036026954652,"['good', 'bank_app', 'app']",['service_features']
CBE,Sometimes get stack!!!,Sometimes get stack!!!,5,2022-02-11,Google Play,negative,0.9229670763015748,['stack'],['other']
CBE,"Download it And used it , it's Used full app","Download it And used it , its Used full app",5,2023-09-14,Google Play,neutral,0.5995277166366577,"['download', 'app']",['service_features']
CBE,Where does it store the downoaded transaction detail png?,Where does it store the downoaded transaction detail png?,3,2022-07-01,Google Play,negative,0.9994174242019652,"['store', 'downoade', 'transaction_detail', 'detail', 'png']",['account_management']
CBE,Nice app proudly made in 🇪🇹ETHIOPIA,Nice app proudly made in ETHIOPIA,5,2022-06-20,Google Play,positive,0.9997761845588684,"['nice', 'app', 'ethiopia']",['service_features']
CBE,Cbe provides a greatest mobile banking service in Ethiopia.,Cbe provides a greatest mobile banking service in Ethiopia.,4,2024-05-17,Google Play,positive,0.9995653033256532,"['provide', 'great', 'mobile', 'banking_service', 'service']","['customer_support', 'service_features']"
CBE,Great. Specialy after update,Great. Specialy after update,4,2020-07-16,Google Play,positive,0.9998610019683838,"['great', 'specialy', 'update']","['app_performance', 'account_management']"
CBE,Good app need some updates,Good app need some updates,5,2022-06-18,Google Play,positive,0.9962575435638428,"['good', 'app', 'need', 'update']","['app_performance', 'account_management', 'service_features']"
CBE,It is very comfortable!,It is very comfortable!,5,2024-09-02,Google Play,positive,0.9998623132705688,['comfortable'],['other']
CBE,Fails bu tcharges. Bad App,Fails bu tcharges. Bad App,3,2023-11-25,Google Play,negative,0.9997557997703552,"['fail', 'tcharge', 'bad', 'app']","['transaction_issues', 'service_features']"
CBE,Interbank transaction is not functional.,Interbank transaction is not functional.,3,2021-10-08,Google Play,negative,0.9997681975364684,"['interbank', 'transaction', 'functional']",['transaction_issues']
CBE,Waw I am delighted with this app.,Waw I am delighted with this app.,5,2022-06-06,Google Play,positive,0.9998434782028198,"['delighted', 'app']",['service_features']
CBE,need to be improved,need to be improved,3,2022-02-12,Google Play,negative,0.9935452938079834,"['need', 'improve']","['ui_ux_design', 'service_features']"
CBE,Its not working,Its not working,1,2024-01-24,Google Play,negative,0.9997598528862,['work'],['other']
CBE,This app is not working....,This app is not working....,5,2020-09-22,Google Play,negative,0.99979168176651,"['app', 'work']",['service_features']
CBE,Easy to use !,Easy to use !,5,2022-07-01,Google Play,positive,0.9990563988685608,"['easy', 'use']",['ui_ux_design']
CBE,It is amazing app no more comment,It is amazing app no more comment,5,2021-11-24,Google Play,positive,0.9996471405029296,"['amazing', 'app', 'comment']",['service_features']
CBE,Good application fast,Good application fast,5,2022-11-07,Google Play,positive,0.9998347759246826,"['good', 'application']",['other']
CBE,Nice app i really like it,Nice app i really like it,5,2023-04-03,Google Play,positive,0.9998573064804076,"['nice', 'app', 'like']",['service_features']
CBE,Really app but net is poor,Really app but net is poor,3,2021-05-07,Google Play,negative,0.9970760345458984,"['app', 'net', 'poor']",['service_features']
CBE,Wonderful mobile Banking application,Wonderful mobile Banking application,5,2024-01-15,Google Play,positive,0.9998483657836914,"['wonderful', 'mobile', 'banking_application', 'application']",['other']
CBE,It has every solution for every Ethiopians,It has every solution for every Ethiopians,5,2023-12-30,Google Play,positive,0.9620835185050964,"['solution', 'ethiopian']",['other']
CBE,It is very good. I enjoy using it.,It is very good. I enjoy using it.,5,2024-03-09,Google Play,positive,0.9998779296875,"['good', 'enjoy']",['other']
CBE,History section is very bad,History section is very bad,2,2023-02-22,Google Play,negative,0.9997945427894592,"['history_section', 'section', 'bad']",['ui_ux_design']
CBE,It was good app I like it.,It was good app I like it.,4,2022-05-05,Google Play,positive,0.99986469745636,"['good', 'app', 'like']",['service_features']
CBE,This app is important and simply to use it,This app is important and simply to use it,5,2023-01-08,Google Play,positive,0.9984525442123412,"['app', 'important', 'use']",['service_features']
CBE,This app is very useful,This app is very useful,3,2022-02-13,Google Play,positive,0.998563826084137,"['app', 'useful']",['service_features']
CBE,Very fantastic application,Very fantastic application,1,2021-06-03,Google Play,positive,0.9998766183853148,"['fantastic', 'application']",['other']
CBE,Nice App!! keep going 👍,Nice App!! keep going,5,2023-02-04,Google Play,positive,0.9998103976249696,"['nice', 'app']",['service_features']
CBE,Easy to use !,Easy to use !,5,2023-02-27,Google Play,positive,0.9990563988685608,"['easy', 'use']",['ui_ux_design']
CBE,Its really a good app BZW,Its really a good app BZW,4,2020-08-07,Google Play,positive,0.999821960926056,"['good', 'app_bzw', 'bzw']",['other']
CBE,Easy to use!,Easy to use!,4,2022-02-12,Google Play,positive,0.9990563988685608,"['easy', 'use']",['ui_ux_design']
CBE,This is the best transaction app,This is the best transaction app,5,2024-08-29,Google Play,positive,0.999640941619873,"['good', 'transaction_app', 'app']",['service_features']
CBE,The app is very helpful,The app is very helpful,4,2022-02-14,Google Play,positive,0.9993189573287964,"['app', 'helpful']",['service_features']
CBE,"The best app,I loved it.","The best app,I loved it.",5,2023-10-08,Google Play,positive,0.9998815059661864,"['good', 'app', 'love']",['service_features']
CBE,Nice app !!but not tomuch,Nice app !!but not tomuch,4,2024-06-24,Google Play,positive,0.9263149499893188,"['nice', 'app', 'tomuch']",['service_features']
CBE,Worest app i didn't expect this kind of app from u,Worest app i didnt expect this kind of app from u,1,2021-05-07,Google Play,negative,0.9433072805404664,"['wor_app', 'app', 'expect', 'kind', 'app']",['service_features']
CBE,Can't download or share transaction summary.,Cant download or share transaction summary.,2,2022-08-23,Google Play,negative,0.8967486023902893,"['download', 'share', 'transaction_summary', 'summary']",['other']
CBE,"The best app, that I have used it","The best app, that I have used it",5,2021-06-03,Google Play,positive,0.999816119670868,"['good', 'app']",['service_features']
CBE,very well apps thanks,very well apps thanks,5,2021-09-22,Google Play,positive,0.9998468160629272,"['app', 'thank']",['service_features']
CBE,Doesn't link with nedaj app,Doesnt link with nedaj app,1,2023-04-26,Google Play,negative,0.9980050921440125,"['link', 'nedaj']",['other']
CBE,the latest update was best❤❤,the latest update was best,5,2024-02-15,Google Play,positive,0.998675525188446,"['late', 'update', 'good']","['app_performance', 'account_management']"
CBE,It's not loading,Its not loading,1,2021-04-02,Google Play,negative,0.9394521713256836,['load'],['app_performance']
CBE,Desirable to transfer money properly,Desirable to transfer money properly,5,2023-07-24,Google Play,positive,0.9971741437911988,"['desirable', 'transfer', 'money']",['transaction_issues']
CBE,"Please improve your transferring systems , ??👍","Please improve your transferring systems , ??",4,2022-03-07,Google Play,neutral,0.5774890780448914,"['improve', 'transferring_system', 'system']",['ui_ux_design']
CBE,good app have more opotion,good app have more opotion,5,2023-11-10,Google Play,positive,0.9978703260421752,"['good', 'app', 'opotion']",['service_features']
CBE,It has improved much since I reviewed last time.,It has improved much since I reviewed last time.,4,2021-12-20,Google Play,positive,0.9997887015342712,"['improve', 'review', 'time']","['customer_support', 'ui_ux_design']"
CBE,So easy. Faster!,So easy. Faster!,4,2024-01-05,Google Play,positive,0.9985835552215576,['easy'],['ui_ux_design']
CBE,I like this app b/c of it's do life simple,I like this app bc of its do life simple,1,2021-05-01,Google Play,positive,0.9972679615020752,"['like', 'app', 'life', 'simple']","['ui_ux_design', 'service_features']"
CBE,this is the only best app,this is the only best app,5,2022-12-27,Google Play,positive,0.9275197386741638,"['good', 'app']",['service_features']
CBE,This app is simple for uses,This app is simple for uses,3,2022-08-09,Google Play,positive,0.9888727068901062,"['app', 'simple', 'use']","['ui_ux_design', 'service_features']"
CBE,Very nice app.,Very nice app.,5,2023-06-05,Google Play,positive,0.9998617172241212,"['nice', 'app']",['service_features']
CBE,Very nice app.,Very nice app.,5,2021-09-03,Google Play,positive,0.9998617172241212,"['nice', 'app']",['service_features']
CBE,This is very good app 👏 👌 👍,This is very good app,5,2021-12-13,Google Play,positive,0.9998650550842284,"['good', 'app']",['service_features']
CBE,Unexpectedly non functional .impossible to perform tasks. Shat shall i do??,Unexpectedly non functional .impossible to perform tasks. Shat shall i do??,5,2022-09-22,Google Play,negative,0.999788463115692,"['non', 'functional', 'perform', 'task']",['other']
CBE,Very interesting app.,Very interesting app.,5,2023-11-18,Google Play,positive,0.999818742275238,"['interesting', 'app']",['service_features']
CBE,The system is slow,The system is slow,5,2024-11-22,Google Play,negative,0.9997988343238832,"['system', 'slow']",['app_performance']
CBE,Best mobile banking app in Eth,Best mobile banking app in Eth,5,2021-05-19,Google Play,positive,0.9995651841163636,"['good', 'mobile', 'banking_app', 'app', 'eth']",['service_features']
CBE,What a nice app for business man thanks CBE,What a nice app for business man thanks CBE,5,2024-06-18,Google Play,positive,0.9997591376304626,"['nice', 'app', 'business_man', 'man', 'thank']",['service_features']
CBE,Doesn't work. Horrible.,Doesnt work. Horrible.,1,2021-12-03,Google Play,negative,0.9995806813240052,"['work', 'horrible']",['other']
CBE,I am interested with this app.,I am interested with this app.,5,2023-11-21,Google Play,positive,0.9988829493522644,"['interested', 'app']",['service_features']
CBE,"Love it, keep up my country","Love it, keep up my country",5,2021-11-05,Google Play,positive,0.9998713731765748,"['love', 'country']",['other']
CBE,Good to save time,Good to save time,5,2023-03-26,Google Play,positive,0.9998250603675842,"['good', 'save', 'time']",['customer_support']
CBE,It's the best app so far,Its the best app so far,5,2023-01-03,Google Play,positive,0.9997803568840028,"['good', 'app']",['service_features']
CBE,Best of best app I love it,Best of best app I love it,5,2024-02-12,Google Play,positive,0.999830961227417,"['good', 'good', 'app', 'love']",['service_features']
CBE,Please Add the fingerprint Biometric System.,Please Add the fingerprint Biometric System.,5,2023-03-25,Google Play,negative,0.9257651567459106,"['add', 'fingerprint', 'biometric', 'system']","['login_authentication', 'service_features']"
CBE,It is helpful!,It is helpful!,4,2021-02-01,Google Play,positive,0.9996732473373412,['helpful'],['other']
CBE,I love this app!!,I love this app!!,5,2022-02-13,Google Play,positive,0.9998692274093628,"['love', 'app']",['service_features']
CBE,Best banking system,Best banking system,5,2024-02-13,Google Play,positive,0.9997945427894592,"['good', 'banking_system', 'system']",['other']
CBE,User friendly application.,User friendly application.,5,2024-09-06,Google Play,positive,0.9871475100517272,"['user', 'friendly', 'application']",['ui_ux_design']
CBE,It is very nice app.,It is very nice app.,5,2023-03-31,Google Play,positive,0.9998513460159302,"['nice', 'app']",['service_features']
CBE,Enable to read my accounts fast,Enable to read my accounts fast,5,2021-09-27,Google Play,positive,0.9971234202384948,"['enable', 'read', 'account']",['account_management']
CBE,Cool and functional,Cool and functional,5,2022-08-26,Google Play,positive,0.9998703002929688,"['cool', 'functional']",['other']
CBE,It was good but now I can't get the same access,It was good but now I cant get the same access,5,2024-02-20,Google Play,negative,0.94675874710083,"['good', 'access']",['login_authentication']
CBE,How can I get the verification code to install the app??,How can I get the verification code to install the app??,3,2021-04-24,Google Play,negative,0.999588668346405,"['verification_code', 'code', 'install', 'app']","['login_authentication', 'app_performance', 'service_features']"
CBE,The app. doesnt work🙄🙄Smh,The app. doesnt workSmh,1,2021-05-18,Google Play,negative,0.9994624257087708,['worksmh'],['other']
CBE,It's not working,Its not working,1,2023-10-28,Google Play,negative,0.9997598528862,['work'],['other']
CBE,Best app for CBE in Ethiopia.,Best app for CBE in Ethiopia.,5,2023-06-05,Google Play,positive,0.9983105659484864,"['good', 'app']",['service_features']
CBE,It very amazing app,It very amazing app,4,2022-08-02,Google Play,positive,0.9998756647109984,"['amazing', 'app']",['service_features']
CBE,It's just very exlent apo,Its just very exlent apo,3,2022-02-15,Google Play,positive,0.8496297001838684,['exlent'],['other']
CBE,It makes my payment issue easy,It makes my payment issue easy,5,2023-06-07,Google Play,positive,0.9747610092163086,"['make', 'payment_issue', 'issue', 'easy']",['ui_ux_design']
CBE,The app didn't function,The app didnt function,1,2024-01-02,Google Play,negative,0.9997641444206238,"['app', 'function']","['ui_ux_design', 'service_features']"
CBE,I am proud that CBE upgrade this app!!,I am proud that CBE upgrade this app!!,5,2020-07-31,Google Play,positive,0.999140739440918,"['proud', 'upgrade', 'app']",['service_features']
CBE,Best service and better than other bank.,Best service and better than other bank.,5,2023-09-03,Google Play,positive,0.9996998310089112,"['good', 'service', 'well', 'bank']","['customer_support', 'service_features']"
CBE,have network issue its just rotate,have network issue its just rotate,3,2024-02-28,Google Play,negative,0.9870569109916688,"['network', 'issue', 'rotate']",['other']
CBE,Good But Not perfect,Good But Not perfect,4,2021-09-14,Google Play,neutral,0.5562962889671326,"['good', 'perfect']",['other']
CBE,It does its job well,It does its job well,5,2023-07-06,Google Play,positive,0.9998327493667604,['job'],['other']
CBE,Such a fantastic app,Such a fantastic app,5,2023-05-27,Google Play,positive,0.999862790107727,"['fantastic', 'app']",['service_features']
CBE,The worst app and bank.,The worst app and bank.,1,2023-03-08,Google Play,negative,0.9998015761375428,"['bad', 'app', 'bank']",['service_features']
CBE,It's better for using Wherever we are .,Its better for using Wherever we are .,5,2024-10-24,Google Play,negative,0.9977546334266664,['well'],['other']
CBE,Sometimes it does not work.,Sometimes it does not work.,4,2020-12-13,Google Play,negative,0.9997753500938416,['work'],['other']
CBE,Can't synchronize.,Cant synchronize.,3,2020-10-13,Google Play,positive,0.9020796418190002,['synchronize'],['other']
CBE,Thanks How to get application verification,Thanks How to get application verification,5,2020-12-12,Google Play,positive,0.9982169270515442,"['thank', 'application_verification', 'verification']",['other']
CBE,The best app in Ethiopia,The best app in Ethiopia,5,2021-10-30,Google Play,positive,0.9997978806495668,"['good', 'app']",['service_features']
CBE,But signal is weak,But signal is weak,4,2020-10-14,Google Play,negative,0.9983503818511964,"['signal', 'weak']",['other']
CBE,Best app & latest.,Best app latest.,5,2022-06-05,Google Play,positive,0.9996258020401,"['good', 'app']",['service_features']
CBE,Sometimes this app becomes iactive.,Sometimes this app becomes iactive.,4,2021-01-01,Google Play,negative,0.9971318244934082,"['app', 'iactive']",['service_features']
CBE,Can't log in,Cant log in,3,2019-03-28,Google Play,neutral,0.613664448261261,['log'],['other']
CBE,Better view but less performance Why?🙄,Better view but less performance Why?,3,2021-01-06,Google Play,negative,0.9885942935943604,"['well', 'view', 'performance']",['account_management']
CBE,"No have all monthly statement,","No have all monthly statement,",2,2024-10-12,Google Play,negative,0.980148196220398,"['monthly', 'statement']",['account_management']
CBE,Best app in Ethiopia banking,Best app in Ethiopia banking,5,2022-10-16,Google Play,positive,0.9993988275527954,"['good', 'app', 'banking']",['service_features']
CBE,This app made simple my life.,This app made simple my life.,5,2022-03-03,Google Play,positive,0.9991034865379332,"['app', 'simple', 'life']","['ui_ux_design', 'service_features']"
CBE,Just BAD. please improve it.,Just BAD. please improve it.,1,2023-07-22,Google Play,negative,0.998841106891632,"['bad', 'improve']",['ui_ux_design']
CBE,It is light to use,It is light to use,5,2023-11-16,Google Play,positive,0.9992311000823976,"['light', 'use']",['other']
CBE,It is best app for my life,It is best app for my life,5,2018-10-19,Google Play,positive,0.9995896220207214,"['good', 'app', 'life']",['service_features']
CBE,Useless up for payment purpose,Useless up for payment purpose,1,2022-03-18,Google Play,negative,0.999790608882904,"['useless', 'payment_purpose', 'purpose']",['other']
CBE,It is good application.,It is good application.,1,2022-05-27,Google Play,positive,0.999868631362915,"['good', 'application']",['other']
CBE,10Q for Developers. Is nice app!!,10Q for Developers. Is nice app!!,5,2023-12-02,Google Play,positive,0.9996275901794434,"['10q', 'developer', 'nice', 'app']",['service_features']
CBE,Excllent app fast,Excllent app fast,5,2022-02-01,Google Play,negative,0.9669732451438904,['app'],['service_features']
CBE,Best application for me.,Best application for me.,4,2019-03-21,Google Play,positive,0.9990484118461608,"['good', 'application']",['other']
CBE,I love this new app!,I love this new app!,5,2020-09-10,Google Play,positive,0.9998648166656494,"['love', 'new', 'app']",['service_features']
CBE,It is hard to open,It is hard to open,1,2024-04-13,Google Play,negative,0.999784290790558,"['hard', 'open']",['other']
CBE,Good. Keep it up!,Good. Keep it up!,4,2022-02-13,Google Play,positive,0.9998517036437988,['good'],['other']
CBE,easy to use,easy to use,5,2024-10-15,Google Play,positive,0.9988542795181274,"['easy', 'use']",['ui_ux_design']
CBE,Nice app well done,Nice app well done,5,2021-12-14,Google Play,positive,0.9998270869255066,"['nice', 'app']",['service_features']
CBE,Its really fantastic,Its really fantastic,5,2021-10-27,Google Play,positive,0.999874234199524,['fantastic'],['other']
CBE,Keep good work,Keep good work,5,2021-09-12,Google Play,positive,0.9998666048049928,"['good', 'work']",['other']
CBE,Best app i love it,Best app i love it,5,2022-10-06,Google Play,positive,0.9998480081558228,"['good', 'app', 'love']",['service_features']
CBE,Simple to use,Simple to use,4,2020-09-14,Google Play,positive,0.9970622658729552,"['simple', 'use']",['ui_ux_design']
CBE,Its that what i want good app,Its that what i want good app,5,2020-08-19,Google Play,positive,0.9993820190429688,"['want', 'good', 'app']",['service_features']
CBE,Very best app thanks CBE,Very best app thanks CBE,5,2021-12-19,Google Play,positive,0.9997716546058656,"['good', 'app_cbe', 'thank', 'cbe']",['other']
CBE,Best of all time,Best of all time,5,2023-10-04,Google Play,positive,0.9998364448547364,"['good', 'time']",['customer_support']
CBE,"Some what good,it's so dormant l don't known the reason why","Some what good,its so dormant l dont known the reason why",1,2022-02-10,Google Play,negative,0.975323498249054,"['good', 'dormant', 'know', 'reason']",['other']
CBE,never update my balance,never update my balance,1,2020-12-22,Google Play,negative,0.9901136159896852,"['update', 'balance']","['transaction_issues', 'app_performance', 'account_management']"
CBE,Very great app.,Very great app.,5,2023-10-18,Google Play,positive,0.9998650550842284,"['great', 'app']",['service_features']
CBE,sms code did not work,sms code did not work,2,2019-03-13,Google Play,negative,0.999776303768158,"['code', 'work']",['login_authentication']
CBE,Easy for use,Easy for use,5,2023-01-02,Google Play,positive,0.9795007705688475,"['easy', 'use']",['ui_ux_design']
CBE,Very atractive app,Very atractive app,5,2022-05-25,Google Play,negative,0.9986037611961364,"['atractive', 'app']",['service_features']
CBE,It's fantastic apps,Its fantastic apps,5,2023-03-11,Google Play,positive,0.999875545501709,"['fantastic', 'app']",['service_features']
CBE,Wow very good app i like,Wow very good app i like,5,2022-03-31,Google Play,positive,0.9998621940612792,"['good', 'app', 'like']",['service_features']
CBE,CBE is the best money transaction app ever that I have seen in Ethiopia,CBE is the best money transaction app ever that I have seen in Ethiopia,5,2024-04-01,Google Play,positive,0.999471127986908,"['good', 'money_transaction', 'transaction_app', 'app', 'see']",['service_features']
